,,,,,,,Daily Price Arrival Report-30-11-2025 to 10-06-2026 for Multiple States,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,569.00","2,919.00","2,489.00",Rs./Quintal,94.00,Metric Tonnes,20-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,733.00","2,069.00","2,069.00",Rs./Quintal,42.50,Metric Tonnes,20-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,859.00","2,069.00","2,069.00",Rs./Quintal,5.20,Metric Tonnes,20-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,430.00","1,889.00","1,865.00",Rs./Quintal,51.30,Metric Tonnes,20-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,674.00","2,751.00","2,613.00",Rs./Quintal,55.20,Metric Tonnes,20-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Paddy,Local,"1,849.00","1,982.00","1,849.00",Rs./Quintal,1.50,Metric Tonnes,20-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Swarna Masuri (New),Local,"1,359.00","1,359.00","1,359.00",Rs./Quintal,1.60,Metric Tonnes,20-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),1001,Local,"1,900.00","1,900.00","1,900.00",Rs./Quintal,3.90,Metric Tonnes,20-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,557.00","2,223.00","1,700.00",Rs./Quintal,24.10,Metric Tonnes,20-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,509.00","2,366.00","2,239.00",Rs./Quintal,108.40,Metric Tonnes,20-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,509.00","1,849.00","1,782.00",Rs./Quintal,383.70,Metric Tonnes,20-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,509.00","2,546.00","2,319.00",Rs./Quintal,"1,839.10",Metric Tonnes,20-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"2,059.00","2,512.00","2,509.00",Rs./Quintal,12.80,Metric Tonnes,20-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,724.00","2,346.00","1,724.00",Rs./Quintal,1.10,Metric Tonnes,20-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,719.00","1,836.00","1,823.00",Rs./Quintal,33.40,Metric Tonnes,20-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,579.00","2,969.00","2,379.00",Rs./Quintal,18.50,Metric Tonnes,20-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"2,166.00","2,606.00","2,582.00",Rs./Quintal,35.50,Metric Tonnes,20-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"2,489.00","2,489.00","2,489.00",Rs./Quintal,0.50,Metric Tonnes,20-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,841.00","1,913.00","1,841.00",Rs./Quintal,4.40,Metric Tonnes,20-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"2,289.00","3,083.00","2,883.00",Rs./Quintal,6.10,Metric Tonnes,20-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,909.00","2,411.00","2,348.00",Rs./Quintal,53.70,Metric Tonnes,20-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,539.00","2,589.00","2,449.00",Rs./Quintal,8.60,Metric Tonnes,20-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,509.00","1,899.00","1,729.00",Rs./Quintal,8.90,Metric Tonnes,20-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,849.00","3,036.00","2,826.00",Rs./Quintal,44.30,Metric Tonnes,20-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),1001,Local,"1,310.00","1,310.00","1,310.00",Rs./Quintal,1.90,Metric Tonnes,19-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,409.00","2,366.00","2,114.00",Rs./Quintal,24.50,Metric Tonnes,19-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,674.00","2,382.00","1,959.00",Rs./Quintal,4.20,Metric Tonnes,19-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,409.00","1,893.00","1,832.00",Rs./Quintal,32.70,Metric Tonnes,19-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,469.00","2,713.00","1,531.00",Rs./Quintal,88.40,Metric Tonnes,19-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"2,302.00","2,603.00","2,537.00",Rs./Quintal,28.70,Metric Tonnes,19-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"2,753.00","2,753.00","2,753.00",Rs./Quintal,1.30,Metric Tonnes,19-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,611.00","1,869.00","1,869.00",Rs./Quintal,0.90,Metric Tonnes,19-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"2,249.00","3,188.00","3,188.00",Rs./Quintal,27.10,Metric Tonnes,19-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"2,043.00","2,389.00","2,244.00",Rs./Quintal,55.00,Metric Tonnes,19-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"2,153.00","2,546.00","2,471.00",Rs./Quintal,6.70,Metric Tonnes,19-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,569.00","2,034.00","2,034.00",Rs./Quintal,5.50,Metric Tonnes,19-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,519.00","3,016.00","2,936.00",Rs./Quintal,22.50,Metric Tonnes,19-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,512.00","2,385.00","2,222.00",Rs./Quintal,49.50,Metric Tonnes,18-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"2,453.00","2,563.00","2,563.00",Rs./Quintal,2.70,Metric Tonnes,18-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,749.00","1,886.00","1,865.00",Rs./Quintal,27.00,Metric Tonnes,18-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,869.00","2,919.00","2,911.00",Rs./Quintal,92.50,Metric Tonnes,18-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),1001,Local,"1,321.00","1,530.00","1,530.00",Rs./Quintal,19.80,Metric Tonnes,18-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,609.00","2,049.00","1,994.00",Rs./Quintal,19.00,Metric Tonnes,18-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,659.00","2,406.00","1,959.00",Rs./Quintal,11.20,Metric Tonnes,18-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,500.00","1,879.00","1,700.00",Rs./Quintal,51.50,Metric Tonnes,18-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,539.00","2,713.00","2,664.00",Rs./Quintal,156.10,Metric Tonnes,18-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,659.00","2,412.00","2,146.00",Rs./Quintal,20.80,Metric Tonnes,18-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,569.00","2,109.00","2,089.00",Rs./Quintal,116.80,Metric Tonnes,18-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,500.00","1,829.00","1,795.00",Rs./Quintal,396.00,Metric Tonnes,18-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,509.00","2,524.00","2,309.00",Rs./Quintal,"1,911.10",Metric Tonnes,18-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,521.00","2,592.00","2,509.00",Rs./Quintal,32.40,Metric Tonnes,18-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,509.00","2,953.00","2,539.00",Rs./Quintal,15.40,Metric Tonnes,18-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,829.00","2,012.00","1,979.00",Rs./Quintal,8.30,Metric Tonnes,18-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,669.00","3,172.00","3,014.00",Rs./Quintal,20.90,Metric Tonnes,18-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,600.00","2,359.00","2,242.00",Rs./Quintal,129.70,Metric Tonnes,17-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,729.00","2,503.00","2,503.00",Rs./Quintal,19.50,Metric Tonnes,17-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,716.00","1,870.00","1,830.00",Rs./Quintal,17.10,Metric Tonnes,17-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,512.00","2,918.00","2,758.00",Rs./Quintal,114.40,Metric Tonnes,17-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"2,059.00","2,559.00","2,436.00",Rs./Quintal,21.50,Metric Tonnes,17-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"2,006.00","2,889.00","2,308.00",Rs./Quintal,2.00,Metric Tonnes,17-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,643.00","1,919.00","1,643.00",Rs./Quintal,17.90,Metric Tonnes,17-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"2,762.00","3,111.00","2,959.00",Rs./Quintal,25.30,Metric Tonnes,17-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,719.00","2,359.00","2,271.00",Rs./Quintal,21.20,Metric Tonnes,17-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,971.00","1,971.00","1,971.00",Rs./Quintal,1.60,Metric Tonnes,17-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"2,319.00","2,897.00","2,897.00",Rs./Quintal,8.50,Metric Tonnes,17-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Paddy,Local,"2,222.00","2,329.00","2,222.00",Rs./Quintal,6.90,Metric Tonnes,17-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,719.00","2,276.00","2,242.00",Rs./Quintal,98.60,Metric Tonnes,16-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"2,020.00","2,533.00","2,200.00",Rs./Quintal,29.80,Metric Tonnes,16-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,809.00","2,049.00","1,809.00",Rs./Quintal,20.40,Metric Tonnes,16-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,726.00","3,019.00","2,711.00",Rs./Quintal,143.90,Metric Tonnes,16-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),1001,Local,"1,416.00","1,416.00","1,416.00",Rs./Quintal,1.50,Metric Tonnes,16-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,600.00","2,159.00","1,619.00",Rs./Quintal,5.00,Metric Tonnes,16-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,659.00","2,089.00","2,069.00",Rs./Quintal,60.60,Metric Tonnes,16-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,509.00","1,826.00","1,759.00",Rs./Quintal,247.20,Metric Tonnes,16-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,509.00","2,519.00","2,308.00",Rs./Quintal,"1,195.90",Metric Tonnes,16-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"2,129.00","2,569.00","2,502.00",Rs./Quintal,310.00,Metric Tonnes,16-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,829.00","2,789.00","2,539.00",Rs./Quintal,1.40,Metric Tonnes,16-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,611.00","1,872.00","1,611.00",Rs./Quintal,40.30,Metric Tonnes,16-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,509.00","3,129.00","3,048.00",Rs./Quintal,17.30,Metric Tonnes,16-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"2,186.00","2,546.00","2,502.00",Rs./Quintal,5.50,Metric Tonnes,16-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,711.00","1,711.00","1,711.00",Rs./Quintal,3.60,Metric Tonnes,16-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"2,563.00","3,113.00","3,113.00",Rs./Quintal,20.30,Metric Tonnes,16-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,610.00","2,301.00","2,246.00",Rs./Quintal,113.30,Metric Tonnes,15-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,611.00","2,031.00","2,024.00",Rs./Quintal,17.50,Metric Tonnes,15-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,611.00","2,031.00","2,024.00",Rs./Quintal,14.60,Metric Tonnes,15-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,611.00","2,909.00","2,424.00",Rs./Quintal,70.70,Metric Tonnes,15-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),1001,Local,"1,729.00","1,729.00","1,729.00",Rs./Quintal,3.90,Metric Tonnes,15-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,459.00","2,075.00","2,012.00",Rs./Quintal,31.60,Metric Tonnes,15-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,469.00","2,126.00","1,789.00",Rs./Quintal,30.60,Metric Tonnes,15-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,480.00","1,840.00","1,759.00",Rs./Quintal,46.90,Metric Tonnes,15-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,459.00","2,662.00","2,593.00",Rs./Quintal,170.90,Metric Tonnes,15-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,700.00","2,289.00","1,818.00",Rs./Quintal,15.30,Metric Tonnes,15-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,600.00","2,159.00","2,089.00",Rs./Quintal,159.10,Metric Tonnes,15-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,535.00","1,811.00","1,719.00",Rs./Quintal,274.30,Metric Tonnes,15-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,517.00","2,503.00","2,382.00",Rs./Quintal,"1,677.40",Metric Tonnes,15-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,634.00","2,088.00","1,773.00",Rs./Quintal,17.10,Metric Tonnes,14-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,559.00","2,066.00","1,719.00",Rs./Quintal,24.60,Metric Tonnes,14-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,429.00","1,840.00","1,629.00",Rs./Quintal,78.50,Metric Tonnes,14-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,409.00","2,606.00","2,363.00",Rs./Quintal,201.30,Metric Tonnes,14-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Paddy,Local,"1,674.00","1,674.00","1,674.00",Rs./Quintal,0.50,Metric Tonnes,14-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,500.00","2,309.00","1,869.00",Rs./Quintal,24.20,Metric Tonnes,14-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"2,139.00","2,601.00","2,512.00",Rs./Quintal,21.00,Metric Tonnes,14-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,729.00","1,889.00","1,729.00",Rs./Quintal,1.30,Metric Tonnes,14-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,719.00","1,895.00","1,719.00",Rs./Quintal,1.30,Metric Tonnes,14-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"2,606.00","3,209.00","3,118.00",Rs./Quintal,14.90,Metric Tonnes,14-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,759.00","2,242.00","2,232.00",Rs./Quintal,99.40,Metric Tonnes,13-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"2,223.00","2,563.00","2,359.00",Rs./Quintal,8.10,Metric Tonnes,13-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,709.00","2,046.00","2,042.00",Rs./Quintal,18.00,Metric Tonnes,13-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,849.00","3,032.00","2,753.00",Rs./Quintal,62.80,Metric Tonnes,13-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,643.00","1,931.00","1,829.00",Rs./Quintal,24.50,Metric Tonnes,13-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,419.00","2,006.00","1,619.00",Rs./Quintal,23.70,Metric Tonnes,13-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,409.00","1,838.00","1,662.00",Rs./Quintal,74.30,Metric Tonnes,13-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,509.00","2,543.00","2,359.00",Rs./Quintal,241.60,Metric Tonnes,13-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Paddy,Local,"1,863.00","1,863.00","1,863.00",Rs./Quintal,1.90,Metric Tonnes,13-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,500.00","2,309.00","1,869.00",Rs./Quintal,24.20,Metric Tonnes,13-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,500.00","2,366.00","2,003.00",Rs./Quintal,97.90,Metric Tonnes,13-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,535.00","1,879.00","1,785.00",Rs./Quintal,313.40,Metric Tonnes,13-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,519.00","2,509.00","2,359.00",Rs./Quintal,"1,441.70",Metric Tonnes,13-04-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,709.00","2,508.00","2,502.00",Rs./Quintal,28.60,Metric Tonnes,13-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,733.00","1,832.00","1,814.00",Rs./Quintal,8.80,Metric Tonnes,13-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"2,169.00","3,159.00","2,772.00",Rs./Quintal,35.40,Metric Tonnes,13-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"2,109.00","2,546.00","2,462.00",Rs./Quintal,14.60,Metric Tonnes,13-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,609.00","1,609.00","1,609.00",Rs./Quintal,1.80,Metric Tonnes,13-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,931.00","1,991.00","1,931.00",Rs./Quintal,7.60,Metric Tonnes,13-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"2,369.00","3,290.00","3,084.00",Rs./Quintal,5.80,Metric Tonnes,13-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,971.00","2,359.00","2,263.00",Rs./Quintal,112.00,Metric Tonnes,13-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,889.00","1,889.00","1,889.00",Rs./Quintal,0.60,Metric Tonnes,13-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,709.00","1,879.00","1,879.00",Rs./Quintal,4.40,Metric Tonnes,13-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"2,439.00","2,926.00","2,833.00",Rs./Quintal,14.70,Metric Tonnes,13-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,872.00","2,249.00","2,239.00",Rs./Quintal,57.20,Metric Tonnes,12-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,729.00","2,453.00","2,200.00",Rs./Quintal,8.50,Metric Tonnes,12-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,885.00","1,915.00","1,905.00",Rs./Quintal,4.90,Metric Tonnes,12-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,759.00","2,989.00","2,853.00",Rs./Quintal,116.10,Metric Tonnes,12-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Paddy,Local,"1,859.00","1,859.00","1,859.00",Rs./Quintal,1.00,Metric Tonnes,12-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"2,089.00","2,482.00","2,309.00",Rs./Quintal,39.70,Metric Tonnes,12-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,465.00","2,088.00","1,509.00",Rs./Quintal,39.00,Metric Tonnes,12-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,409.00","1,859.00","1,712.00",Rs./Quintal,124.60,Metric Tonnes,12-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,519.00","2,676.00","2,369.00",Rs./Quintal,319.20,Metric Tonnes,12-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Paddy,Local,"1,909.00","2,026.00","1,909.00",Rs./Quintal,4.20,Metric Tonnes,12-05-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,868.00","2,549.00","2,309.00",Rs./Quintal,29.60,Metric Tonnes,12-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,809.00","1,809.00","1,809.00",Rs./Quintal,8.20,Metric Tonnes,12-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,639.00","3,039.00","3,039.00",Rs./Quintal,16.00,Metric Tonnes,12-03-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,706.00","2,589.00","2,536.00",Rs./Quintal,37.30,Metric Tonnes,12-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,709.00","1,709.00","1,709.00",Rs./Quintal,3.60,Metric Tonnes,12-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,751.00","1,985.00","1,962.00",Rs./Quintal,7.60,Metric Tonnes,12-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"2,139.00","3,317.00","3,317.00",Rs./Quintal,28.40,Metric Tonnes,12-02-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,643.00","2,359.00","2,233.00",Rs./Quintal,138.90,Metric Tonnes,12-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,823.00","2,569.00","2,293.00",Rs./Quintal,10.20,Metric Tonnes,12-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),I.R.-64,Local,"1,519.00","2,034.00","1,929.00",Rs./Quintal,3.30,Metric Tonnes,12-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Other,Local,"1,819.00","3,029.00","2,686.00",Rs./Quintal,37.50,Metric Tonnes,12-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),Paddy,Local,"1,959.00","2,043.00","2,043.00",Rs./Quintal,2.70,Metric Tonnes,12-01-2026
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),B P T,Local,"1,725.00","2,246.00","2,200.00",Rs./Quintal,89.20,Metric Tonnes,11-12-2025
Telangana,Nalgonda,Suryapeta APMC,Cereals,Paddy(Common),HMT,Local,"1,759.00","2,483.00","2,430.00",Rs./Quintal,38.00,Metric Tonnes,11-12-2025
